Date,d15min,d30min,d45min,d1h,d2h,d3h,d4h,d6h,d8h,d12h,d24h
2014-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-04,16.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
2014-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2014-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-07,18.0,31.0,45.0,56.0,64.0,69.0,72.0,84.0,89.0,89.0,89.0
2014-07-08,15.0,28.0,40.0,51.0,62.0,62.0,62.0,62.0,62.0,81.0,89.0
2014-07-09,0.0,0.0,0.0,0.0,0.0,40.0,62.0,62.0,62.0,62.0,62.0
2014-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-13,26.0,36.0,45.0,49.0,52.0,52.0,52.0,98.0,98.0,98.0,98.0
2014-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,71.0,98.0
2014-07-15,7.0,12.0,12.0,16.0,18.0,18.0,18.0,18.0,18.0,21.0,21.0
2014-07-16,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,19.0,21.0
2014-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-23,34.0,41.0,48.0,48.0,54.0,60.0,98.0,113.0,113.0,113.0,113.0
2014-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,113.0
2014-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-27,37.0,45.0,49.0,49.0,52.0,68.0,83.0,92.0,92.0,92.0,92.0
2014-07-28,7.0,12.0,15.0,18.0,27.0,41.0,47.0,64.0,74.0,83.0,92.0
2014-07-29,0.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,42.0,77.0,83.0
2014-07-30,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014-07-31,40.0,63.0,76.0,83.0,120.0,122.0,122.0,122.0,122.0,122.0,127.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0
2014-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-06,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
2014-08-07,27.0,27.0,27.0,27.0,43.0,43.0,51.0,53.0,53.0,53.0,53.0
2014-08-08,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,53.0,55.0
2014-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2014-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-11,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2014-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2014-08-13,24.0,37.0,46.0,58.0,100.0,130.0,159.0,230.0,250.0,315.0,439.0
2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,146.0,436.0
2014-08-15,11.0,14.0,14.0,14.0,21.0,23.0,23.0,28.0,40.0,42.0,42.0
2014-08-16,19.0,29.0,38.0,43.0,74.0,87.0,103.0,107.0,114.0,117.0,117.0
2014-08-17,0.0,0.0,3.0,7.0,49.0,81.0,94.0,105.0,112.0,117.0,117.0
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2014-08-20,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-31,27.0,50.0,65.0,79.0,93.0,93.0,93.0,93.0,93.0,93.0,99.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,99.0
2014-09-02,8.0,12.0,16.0,17.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0
2014-09-03,0.0,0.0,0.0,0.0,0.0,2.0,13.0,32.0,32.0,32.0,32.0
2014-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2014-09-06,13.0,13.0,14.0,16.0,19.0,19.0,27.0,35.0,35.0,35.0,55.0
2014-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,35.0
2014-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-11,16.0,21.0,23.0,28.0,40.0,43.0,43.0,52.0,52.0,52.0,52.0
2014-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
2014-09-13,21.0,39.0,49.0,59.0,87.0,115.0,142.0,179.0,179.0,179.0,179.0
2014-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,91.0,179.0,179.0
2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-21,15.0,19.0,22.0,22.0,24.0,24.0,27.0,32.0,51.0,51.0,51.0
2014-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,51.0
2014-09-23,3.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2014-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2014-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-04,16.0,28.0,39.0,45.0,67.0,99.0,120.0,147.0,171.0,174.0,215.0
2014-10-05,0.0,0.0,3.0,3.0,3.0,7.0,10.0,27.0,41.0,44.0,215.0
2014-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-07,6.0,10.0,13.0,16.0,21.0,21.0,21.0,30.0,30.0,30.0,30.0
2014-10-08,19.0,29.0,39.0,51.0,83.0,107.0,137.0,147.0,156.0,166.0,191.0
2014-10-09,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,14.0,35.0,191.0
2014-10-10,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
2014-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2014-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-15,16.0,26.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,41.0
2014-10-16,6.0,10.0,13.0,13.0,37.0,39.0,43.0,52.0,52.0,61.0,103.0
2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,15.0,25.0,68.0
2014-10-18,4.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,14.0,16.0
2014-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,16.0
2014-10-20,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2014-10-21,3.0,3.0,6.0,6.0,9.0,11.0,11.0,11.0,11.0,14.0,26.0
2014-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0
2014-10-23,9.0,14.0,18.0,22.0,38.0,49.0,52.0,52.0,52.0,52.0,52.0
2014-10-24,3.0,3.0,5.0,5.0,5.0,7.0,9.0,9.0,15.0,52.0,61.0
2014-10-25,6.0,11.0,11.0,15.0,25.0,25.0,25.0,25.0,31.0,31.0,31.0
2014-10-26,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,26.0,31.0,37.0
2014-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
2014-10-28,10.0,11.0,16.0,20.0,25.0,25.0,25.0,25.0,28.0,28.0,44.0
2014-10-29,3.0,3.0,6.0,6.0,12.0,18.0,20.0,26.0,26.0,26.0,52.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-02,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2015-05-03,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0
2015-05-04,3.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2015-05-05,2.0,2.0,2.0,2.0,2.0,3.0,8.0,8.0,10.0,10.0,10.0
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-09,72.0,72.0,72.0,72.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
2015-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,84.0,84.0,84.0
2015-05-11,21.0,37.0,50.0,61.0,96.0,128.0,154.0,170.0,175.0,185.0,187.0
2015-05-12,26.0,52.0,52.0,52.0,54.0,69.0,71.0,71.0,72.0,90.0,183.0
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,90.0
2015-05-14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-17,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0
2015-05-18,64.0,67.0,67.0,67.0,67.0,90.0,90.0,90.0,90.0,90.0,90.0
2015-05-19,0.0,0.0,0.0,64.0,67.0,70.0,90.0,90.0,90.0,90.0,90.0
2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-22,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2015-05-23,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2015-05-24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2015-05-25,17.0,34.0,42.0,49.0,80.0,101.0,138.0,164.0,177.0,188.0,190.0
2015-05-26,19.0,32.0,45.0,47.0,52.0,52.0,88.0,138.0,207.0,235.0,237.0
2015-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
2015-05-28,26.0,26.0,30.0,30.0,30.0,30.0,30.0,48.0,48.0,48.0,48.0
2015-05-29,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,22.0,50.0
2015-05-30,14.0,14.0,17.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2015-05-31,6.0,9.0,9.0,13.0,25.0,25.0,27.0,45.0,50.0,53.0,53.0
2015-06-01,4.0,7.0,10.0,14.0,16.0,18.0,18.0,18.0,18.0,18.0,30.0
2015-06-02,4.0,4.0,4.0,4.0,6.0,6.0,8.0,10.0,12.0,12.0,20.0
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-08,32.0,46.0,52.0,57.0,77.0,94.0,136.0,184.0,203.0,258.0,258.0
2015-06-09,16.0,30.0,32.0,35.0,38.0,54.0,65.0,76.0,78.0,78.0,258.0
2015-06-10,7.0,14.0,14.0,14.0,20.0,20.0,26.0,56.0,78.0,78.0,78.0
2015-06-11,0.0,0.0,3.0,3.0,3.0,3.0,9.0,23.0,23.0,23.0,23.0
2015-06-12,10.0,18.0,25.0,31.0,46.0,63.0,79.0,102.0,106.0,106.0,106.0
2015-06-13,0.0,0.0,0.0,0.0,7.0,35.0,51.0,85.0,106.0,106.0,106.0
2015-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-16,58.0,84.0,130.0,147.0,212.0,227.0,234.0,234.0,237.0,242.0,242.0
2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,242.0
2015-06-18,12.0,19.0,27.0,30.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
2015-06-19,0.0,0.0,0.0,0.0,6.0,36.0,36.0,36.0,36.0,36.0,36.0
2015-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-21,80.0,112.0,191.0,193.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0
2015-06-22,62.0,66.0,66.0,66.0,84.0,195.0,195.0,195.0,261.0,261.0,261.0
2015-06-23,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,13.0,13.0,66.0
2015-06-24,23.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
2015-06-25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,29.0,29.0,31.0,31.0
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-28,9.0,16.0,22.0,28.0,43.0,47.0,52.0,73.0,96.0,114.0,114.0
2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,63.0,114.0
2015-06-30,6.0,12.0,12.0,14.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0
2015-07-01,12.0,20.0,27.0,32.0,45.0,57.0,74.0,74.0,82.0,85.0,114.0
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,56.0,92.0
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-07,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2015-07-08,6.0,10.0,10.0,10.0,13.0,15.0,15.0,15.0,15.0,15.0,17.0
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-16,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015-07-17,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2015-07-18,23.0,37.0,41.0,41.0,51.0,64.0,64.0,68.0,68.0,68.0,68.0
2015-07-19,71.0,122.0,179.0,230.0,324.0,341.0,341.0,345.0,345.0,345.0,414.0
2015-07-20,0.0,2.0,2.0,2.0,6.0,37.0,44.0,66.0,69.0,69.0,414.0
2015-07-21,118.0,169.0,189.0,189.0,189.0,189.0,212.0,235.0,255.0,301.0,305.0
2015-07-22,2.0,2.0,2.0,2.0,2.0,2.0,46.0,46.0,235.0,248.0,307.0
2015-07-23,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0
2015-07-24,4.0,4.0,4.0,6.0,6.0,8.0,8.0,12.0,12.0,14.0,17.0
2015-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2015-07-26,18.0,26.0,29.0,31.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
2015-07-27,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,32.0
2015-07-28,2.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,12.0,12.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-07-30,16.0,29.0,36.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2015-08-01,25.0,43.0,47.0,47.0,56.0,56.0,56.0,56.0,56.0,56.0,70.0
2015-08-02,2.0,2.0,2.0,2.0,2.0,2.0,2.0,31.0,58.0,58.0,72.0
2015-08-03,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
2015-08-04,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
2015-08-05,2.0,2.0,2.0,2.0,4.0,32.0,32.0,32.0,32.0,34.0,34.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-08,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0
2015-08-09,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
2015-08-10,77.0,126.0,126.0,126.0,128.0,128.0,132.0,132.0,132.0,132.0,135.0
2015-08-11,52.0,84.0,151.0,183.0,255.0,274.0,329.0,375.0,435.0,669.0,695.0
2015-08-12,16.0,16.0,17.0,29.0,29.0,29.0,29.0,29.0,29.0,32.0,561.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2015-08-14,10.0,10.0,10.0,12.0,18.0,25.0,27.0,31.0,35.0,35.0,35.0
2015-08-15,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,41.0
2015-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-18,31.0,39.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0
2015-08-19,2.0,2.0,4.0,12.0,43.0,43.0,43.0,43.0,43.0,45.0,45.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-08-21,31.0,49.0,59.0,67.0,92.0,111.0,141.0,141.0,141.0,141.0,141.0
2015-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0
2015-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-25,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
