Date,d15min,d30min,d45min,d1h,d2h,d3h,d4h,d6h,d8h,d12h,d24h
2016-10-27,13.0,22.0,29.0,34.0,55.0,65.0,82.0,115.0,123.0,123.0,123.0
2016-10-28,7.0,13.0,19.0,25.0,44.0,60.0,76.0,112.0,154.0,175.0,184.0
2016-10-29,9.0,14.0,17.0,19.0,29.0,35.0,40.0,40.0,42.0,54.0,62.0
2016-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,62.0
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,71.0,92.0,104.0,108.0,113.0,118.0,126.0,162.0,234.0,294.0,455.0
2017-05-02,0.0,0.0,3.0,5.0,7.0,26.0,120.0,125.0,137.0,160.0,450.0
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-05,22.0,29.0,38.0,42.0,49.0,78.0,83.0,92.0,119.0,145.0,195.0
2017-05-06,37.0,47.0,47.0,47.0,51.0,51.0,51.0,78.0,112.0,147.0,241.0
2017-05-07,7.0,12.0,16.0,20.0,30.0,35.0,37.0,46.0,69.0,72.0,115.0
2017-05-08,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,74.0
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-13,3.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2017-05-14,4.0,4.0,7.0,7.0,12.0,14.0,15.0,20.0,27.0,29.0,43.0
2017-05-15,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13.0,37.0
2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-18,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2017-05-19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2017-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-22,9.0,14.0,14.0,14.0,23.0,31.0,37.0,49.0,64.0,74.0,83.0
2017-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,79.0
2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-25,11.0,21.0,32.0,41.0,58.0,66.0,71.0,83.0,83.0,83.0,83.0
2017-05-26,6.0,11.0,11.0,11.0,16.0,23.0,49.0,83.0,94.0,99.0,108.0
2017-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0
2017-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-29,8.0,14.0,21.0,27.0,44.0,54.0,62.0,64.0,64.0,64.0,64.0
2017-05-30,24.0,37.0,43.0,47.0,54.0,56.0,56.0,63.0,65.0,83.0,111.0
2017-05-31,13.0,13.0,13.0,13.0,13.0,18.0,20.0,27.0,27.0,83.0,96.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2017-06-02,9.0,16.0,22.0,26.0,28.0,33.0,35.0,38.0,38.0,41.0,46.0
2017-06-03,0.0,0.0,0.0,0.0,3.0,5.0,8.0,8.0,8.0,15.0,46.0
2017-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-05,24.0,44.0,54.0,61.0,81.0,116.0,158.0,217.0,259.0,359.0,373.0
2017-06-06,16.0,24.0,31.0,39.0,62.0,85.0,103.0,178.0,234.0,355.0,500.0
2017-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
2017-06-08,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2017-06-09,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0
2017-06-10,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2017-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-06-12,20.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2017-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2017-06-20,72.0,87.0,87.0,87.0,148.0,162.0,162.0,162.0,162.0,162.0,162.0
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-23,16.0,22.0,25.0,28.0,51.0,55.0,60.0,60.0,67.0,86.0,116.0
2017-06-24,0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,30.0,30.0,116.0
2017-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-26,8.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
2017-06-27,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
2017-06-29,6.0,8.0,10.0,13.0,19.0,24.0,28.0,32.0,32.0,32.0,32.0
2017-06-30,45.0,52.0,52.0,52.0,52.0,54.0,57.0,57.0,57.0,57.0,89.0
2017-07-01,24.0,24.0,24.0,24.0,27.0,27.0,27.0,27.0,27.0,57.0,66.0
2017-07-02,0.0,0.0,3.0,3.0,27.0,27.0,27.0,27.0,27.0,43.0,52.0
2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-07,81.0,92.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2017-07-08,128.0,149.0,152.0,162.0,177.0,177.0,177.0,177.0,185.0,207.0,207.0
2017-07-09,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.0,207.0
2017-07-10,8.0,14.0,17.0,20.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2017-07-14,14.0,28.0,36.0,45.0,60.0,60.0,60.0,60.0,60.0,77.0,77.0
2017-07-15,9.0,17.0,17.0,17.0,26.0,26.0,26.0,26.0,28.0,86.0,88.0
2017-07-16,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0
2017-07-17,10.0,17.0,21.0,21.0,21.0,24.0,24.0,24.0,24.0,38.0,41.0
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2017-07-19,41.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
2017-07-20,47.0,80.0,84.0,84.0,86.0,86.0,86.0,86.0,86.0,88.0,163.0
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,88.0
2017-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-24,8.0,14.0,20.0,25.0,45.0,55.0,73.0,100.0,106.0,146.0,146.0
2017-07-25,3.0,3.0,7.0,7.0,19.0,34.0,39.0,46.0,71.0,142.0,161.0
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-31,243.0,335.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-04,174.0,269.0,279.0,279.0,284.0,284.0,284.0,284.0,289.0,306.0,306.0
2017-08-05,25.0,34.0,41.0,58.0,65.0,65.0,65.0,84.0,97.0,322.0,421.0
2017-08-06,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,6.0,116.0
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-12,15.0,23.0,31.0,31.0,40.0,43.0,43.0,55.0,55.0,55.0,55.0
2017-08-13,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,61.0
2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2017-08-15,47.0,52.0,57.0,59.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-18,26.0,49.0,67.0,79.0,134.0,175.0,180.0,180.0,180.0,180.0,180.0
2017-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
2017-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-22,47.0,66.0,68.0,68.0,68.0,70.0,72.0,83.0,87.0,87.0,87.0
2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,87.0,87.0
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-31,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2017-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-03,14.0,24.0,32.0,39.0,57.0,87.0,98.0,144.0,156.0,225.0,236.0
2017-09-04,7.0,13.0,16.0,16.0,16.0,16.0,16.0,26.0,72.0,129.0,236.0
2017-09-05,4.0,4.0,4.0,4.0,6.0,6.0,16.0,16.0,18.0,22.0,22.0
2017-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2017-09-07,59.0,94.0,109.0,124.0,128.0,128.0,128.0,133.0,138.0,153.0,167.0
2017-09-08,3.0,3.0,3.0,3.0,4.0,7.0,7.0,7.0,10.0,14.0,167.0
2017-09-09,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0
2017-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2017-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-16,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2017-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-27,35.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0
2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,47.0,47.0,47.0
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-07,10.0,17.0,24.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
2017-10-08,11.0,21.0,29.0,38.0,49.0,53.0,53.0,53.0,53.0,53.0,84.0
2017-10-09,26.0,40.0,56.0,72.0,132.0,202.0,244.0,276.0,278.0,280.0,280.0
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,175.0,280.0
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-15,20.0,23.0,24.0,31.0,46.0,47.0,49.0,54.0,54.0,54.0,93.0
2017-10-16,0.0,0.0,0.0,0.0,0.0,12.0,16.0,39.0,39.0,39.0,93.0
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-24,50.0,84.0,114.0,139.0,164.0,271.0,291.0,299.0,299.0,299.0,299.0
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,147.0,299.0,299.0
2017-10-26,4.0,8.0,11.0,13.0,18.0,18.0,18.0,24.0,24.0,24.0,24.0
2017-10-27,0.0,0.0,0.0,0.0,5.0,18.0,18.0,21.0,24.0,24.0,24.0
2017-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-29,14.0,25.0,36.0,46.0,78.0,100.0,115.0,137.0,139.0,165.0,223.0
2017-10-30,6.0,11.0,15.0,17.0,28.0,69.0,100.0,134.0,160.0,170.0,254.0
2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2018-05-03,21.0,42.0,52.0,58.0,80.0,94.0,106.0,110.0,110.0,126.0,126.0
2018-05-04,31.0,31.0,31.0,31.0,36.0,36.0,38.0,46.0,46.0,110.0,126.0
2018-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,46.0,46.0
2018-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-15,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2018-05-20,45.0,56.0,66.0,73.0,78.0,82.0,90.0,90.0,90.0,113.0,148.0
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2018-05-22,7.0,11.0,13.0,13.0,13.0,13.0,13.0,20.0,20.0,20.0,20.0
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,20.0,20.0
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-26,44.0,51.0,57.0,57.0,57.0,69.0,74.0,76.0,76.0,79.0,79.0
2018-05-27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,79.0
2018-05-28,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
2018-05-29,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-04,13.0,17.0,23.0,28.0,42.0,66.0,77.0,106.0,142.0,210.0,260.0
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0,44.0,254.0
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-13,8.0,11.0,18.0,18.0,20.0,30.0,32.0,32.0,32.0,32.0,32.0
2018-06-14,19.0,30.0,36.0,41.0,81.0,84.0,84.0,84.0,84.0,113.0,133.0
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,101.0
2018-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-18,53.0,90.0,95.0,95.0,97.0,97.0,123.0,125.0,125.0,184.0,210.0
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,26.0,26.0,210.0
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-23,8.0,11.0,13.0,13.0,18.0,18.0,18.0,20.0,20.0,20.0,22.0
2018-06-24,9.0,16.0,20.0,20.0,25.0,30.0,30.0,35.0,48.0,48.0,71.0
2018-06-25,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,20.0,28.0,56.0
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-27,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2018-06-28,3.0,6.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2018-06-30,48.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
