Date,d15min,d30min,d45min,d1h,d2h,d3h,d4h,d6h,d8h,d12h,d24h
2018-07-01,0.0,0.0,0.0,0.0,11.0,59.0,59.0,59.0,59.0,59.0,59.0
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-17,128.0,164.0,250.0,303.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-22,6.0,9.0,14.0,18.0,28.0,34.0,34.0,34.0,34.0,34.0,34.0
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-25,89.0,137.0,162.0,169.0,210.0,227.0,248.0,268.0,268.0,281.0,289.0
2018-07-26,86.0,153.0,216.0,222.0,230.0,230.0,230.0,230.0,239.0,271.0,507.0
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,266.0
2018-07-28,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
2018-07-29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,14.0,14.0,14.0
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,23.0,30.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
2018-08-02,3.0,3.0,3.0,3.0,33.0,33.0,36.0,36.0,36.0,36.0,36.0
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2018-08-04,5.0,10.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0
2018-08-06,39.0,76.0,79.0,79.0,79.0,79.0,89.0,89.0,89.0,89.0,89.0
2018-08-07,4.0,7.0,7.0,7.0,9.0,10.0,10.0,89.0,89.0,89.0,98.0
2018-08-08,7.0,12.0,16.0,19.0,22.0,33.0,35.0,35.0,35.0,35.0,35.0
2018-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-14,39.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
2018-08-15,6.0,42.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-17,5.0,9.0,11.0,13.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0
2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0
2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2018-08-22,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0
2018-08-23,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,67.0,107.0,107.0,107.0,107.0,107.0,107.0,136.0,153.0,153.0,156.0
2018-08-27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,109.0,109.0,158.0
2018-08-28,44.0,44.0,44.0,44.0,58.0,58.0,58.0,58.0,58.0,58.0,89.0
2018-08-29,10.0,10.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,60.0,83.0
2018-08-30,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,15.0
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,32.0,57.0,69.0,69.0,84.0,89.0,89.0,89.0,96.0,96.0,96.0
2018-09-03,29.0,33.0,33.0,33.0,33.0,33.0,39.0,39.0,39.0,39.0,102.0
2018-09-04,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,35.0,41.0
2018-09-05,5.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,31.0,50.0,69.0,78.0,103.0,110.0,114.0,114.0,114.0,114.0,114.0
2018-09-11,26.0,38.0,60.0,70.0,95.0,114.0,177.0,219.0,225.0,238.0,242.0
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-18,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2018-09-19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018-09-21,68.0,103.0,112.0,144.0,149.0,149.0,149.0,180.0,180.0,257.0,329.0
2018-09-22,2.0,2.0,2.0,2.0,2.0,4.0,112.0,149.0,149.0,153.0,333.0
2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2018-09-24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2018-09-25,10.0,17.0,17.0,21.0,25.0,28.0,32.0,38.0,38.0,38.0,38.0
2018-09-26,12.0,20.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,35.0,50.0
2018-09-27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0,28.0,40.0
2018-09-28,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2018-09-29,2.0,4.0,4.0,6.0,8.0,8.0,11.0,11.0,13.0,13.0,15.0
2018-09-30,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,14.0
2018-10-01,3.0,3.0,5.0,5.0,7.0,9.0,9.0,11.0,11.0,11.0,13.0
2018-10-02,6.0,11.0,15.0,19.0,33.0,40.0,48.0,66.0,78.0,78.0,80.0
2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
2018-10-04,6.0,9.0,11.0,11.0,16.0,16.0,16.0,18.0,20.0,20.0,20.0
2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0
2018-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-08,36.0,45.0,64.0,77.0,108.0,117.0,122.0,122.0,122.0,122.0,122.0
2018-10-09,42.0,49.0,55.0,55.0,55.0,55.0,57.0,97.0,163.0,179.0,179.0
2018-10-10,12.0,18.0,21.0,24.0,39.0,39.0,39.0,45.0,45.0,45.0,51.0
2018-10-11,16.0,27.0,34.0,38.0,48.0,53.0,57.0,65.0,68.0,71.0,73.0
2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0
2018-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2018-10-15,11.0,16.0,20.0,20.0,25.0,32.0,34.0,38.0,41.0,41.0,41.0
2018-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2018-10-28,10.0,14.0,22.0,29.0,39.0,45.0,48.0,76.0,92.0,100.0,141.0
2018-10-29,3.0,3.0,5.0,5.0,7.0,7.0,9.0,9.0,11.0,11.0,55.0
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
2018-10-31,5.0,9.0,14.0,18.0,29.0,39.0,47.0,68.0,79.0,81.0,83.0
2019-05-01,6.0,11.0,16.0,22.0,36.0,41.0,48.0,48.0,48.0,48.0,48.0
2019-05-02,3.0,6.0,9.0,10.0,16.0,33.0,49.0,59.0,61.0,61.0,61.0
2019-05-03,5.0,9.0,12.0,15.0,24.0,31.0,31.0,31.0,31.0,31.0,31.0
2019-05-04,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,33.0
2019-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2019-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-09,15.0,24.0,38.0,47.0,76.0,84.0,84.0,84.0,84.0,84.0,84.0
2019-05-10,16.0,31.0,45.0,53.0,95.0,131.0,153.0,163.0,210.0,286.0,372.0
2019-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,285.0
2019-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-13,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
2019-05-14,6.0,11.0,16.0,18.0,32.0,45.0,56.0,78.0,90.0,93.0,113.0
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,104.0
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2019-05-18,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
2019-05-19,12.0,22.0,33.0,40.0,46.0,48.0,48.0,48.0,48.0,55.0,57.0
2019-05-20,33.0,42.0,51.0,51.0,53.0,53.0,53.0,56.0,62.0,62.0,110.0
2019-05-21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,53.0
2019-05-22,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
2019-05-23,28.0,53.0,64.0,71.0,99.0,120.0,140.0,146.0,157.0,157.0,157.0
2019-05-24,3.0,6.0,6.0,6.0,11.0,17.0,17.0,111.0,157.0,168.0,171.0
2019-05-25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0
2019-05-26,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2019-05-28,5.0,7.0,9.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
2019-05-29,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,17.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-02,9.0,17.0,24.0,31.0,53.0,59.0,59.0,63.0,66.0,66.0,66.0
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,66.0
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
2019-06-11,49.0,74.0,102.0,126.0,153.0,172.0,198.0,219.0,238.0,243.0,243.0
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0
2019-06-13,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2019-06-14,13.0,19.0,22.0,25.0,47.0,57.0,57.0,59.0,59.0,65.0,67.0
2019-06-15,8.0,16.0,23.0,31.0,41.0,48.0,48.0,53.0,53.0,55.0,59.0
2019-06-16,0.0,0.0,0.0,0.0,0.0,0.0,15.0,48.0,51.0,53.0,55.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-20,4.0,8.0,11.0,14.0,22.0,31.0,36.0,42.0,42.0,42.0,42.0
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,42.0
2019-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-25,36.0,66.0,86.0,96.0,130.0,149.0,159.0,164.0,164.0,164.0,164.0
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,164.0
2019-06-27,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2019-06-28,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
2019-06-29,39.0,64.0,80.0,92.0,102.0,139.0,139.0,139.0,139.0,139.0,139.0
2019-06-30,12.0,19.0,19.0,24.0,31.0,31.0,31.0,111.0,139.0,139.0,170.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,18.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
2019-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2019-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-11,61.0,104.0,133.0,139.0,139.0,154.0,172.0,172.0,172.0,272.0,305.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,4.0,24.0,123.0,133.0,133.0,305.0
2019-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
2019-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-26,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2019-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2019-07-28,8.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-04,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-08,24.0,38.0,50.0,59.0,86.0,93.0,98.0,98.0,98.0,98.0,98.0
2019-08-09,51.0,56.0,59.0,59.0,61.0,61.0,61.0,61.0,91.0,103.0,103.0
2019-08-10,2.0,2.0,2.0,2.0,4.0,42.0,42.0,42.0,42.0,103.0,105.0
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
2019-08-12,18.0,18.0,21.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,23.0,23.0,23.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-17,23.0,31.0,31.0,34.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-21,7.0,13.0,17.0,20.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
2019-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2019-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2019-08-28,18.0,30.0,43.0,54.0,69.0,88.0,103.0,138.0,148.0,159.0,159.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,137.0,159.0
2019-08-30,56.0,77.0,87.0,97.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
2019-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-02,15.0,27.0,33.0,46.0,78.0,108.0,139.0,192.0,232.0,234.0,290.0
